id,match,eye,emo,mouth
000001.jpg,87.jpg,1.0,0.0,1.0
000002.jpg,87.jpg,1.0,0.0,1.0
000003.jpg,14.jpg,1.0,1.0,1.0
000004.jpg,33.jpg,1.0,0.0,1.0
000005.jpg,44.jpg,1.0,0.0,1.0
000006.jpg,14.jpg,0.0,0.0,1.0
000007.jpg,33.jpg,1.0,1.0,0.0
000008.jpg,87.jpg,0.0,0.0,1.0
000009.jpg,14.jpg,1.0,1.0,0.0
000010.jpg,33.jpg,0.0,1.0,0.0
000011.jpg,33.jpg,1.0,0.0,0.0
000012.jpg,33.jpg,0.0,1.0,0.0
000013.jpg,33.jpg,0.0,1.0,1.0
000014.jpg,33.jpg,0.0,0.0,1.0
000015.jpg,33.jpg,1.0,0.0,1.0
000016.jpg,14.jpg,0.0,0.0,1.0
000017.jpg,14.jpg,1.0,1.0,1.0
000018.jpg,14.jpg,1.0,1.0,1.0
000019.jpg,14.jpg,0.0,0.0,1.0
000020.jpg,95.jpg,0.0,0.0,0.0
000021.jpg,14.jpg,0.0,1.0,1.0
000022.jpg,14.jpg,0.0,0.0,1.0
000023.jpg,33.jpg,1.0,0.0,1.0
000024.jpg,44.jpg,1.0,0.0,1.0
000025.jpg,87.jpg,1.0,0.0,1.0
000026.jpg,14.jpg,0.0,0.0,1.0
000027.jpg,33.jpg,0.0,1.0,1.0
000028.jpg,14.jpg,0.0,1.0,1.0
000029.jpg,33.jpg,1.0,0.0,0.0
000030.jpg,33.jpg,1.0,0.0,1.0
000031.jpg,33.jpg,1.0,1.0,0.0
000032.jpg,33.jpg,1.0,0.0,0.0
000033.jpg,14.jpg,0.0,1.0,0.0
000034.jpg,33.jpg,0.0,0.0,1.0
000035.jpg,33.jpg,0.0,0.0,1.0
000036.jpg,14.jpg,1.0,1.0,1.0
000037.jpg,33.jpg,1.0,0.0,1.0
000038.jpg,33.jpg,1.0,1.0,1.0
000039.jpg,33.jpg,1.0,1.0,1.0
000040.jpg,33.jpg,0.0,0.0,1.0
000041.jpg,101.jpg,1.0,0.0,0.0
000042.jpg,33.jpg,0.0,1.0,1.0
000043.jpg,14.jpg,1.0,1.0,1.0
000044.jpg,14.jpg,0.0,0.0,1.0
000045.jpg,14.jpg,1.0,1.0,1.0
000046.jpg,14.jpg,0.0,1.0,1.0
000047.jpg,14.jpg,0.0,1.0,1.0
000048.jpg,17.jpg,0.0,0.0,1.0
000049.jpg,87.jpg,1.0,0.0,1.0
000050.jpg,33.jpg,1.0,1.0,1.0
000051.jpg,14.jpg,0.0,0.0,1.0
000052.jpg,33.jpg,1.0,0.0,0.0
000053.jpg,33.jpg,0.0,1.0,1.0
000054.jpg,14.jpg,0.0,1.0,1.0
000055.jpg,14.jpg,0.0,0.0,1.0
000056.jpg,14.jpg,0.0,0.0,0.0
000057.jpg,14.jpg,1.0,0.0,0.0
000058.jpg,33.jpg,0.0,0.0,0.0
000059.jpg,87.jpg,0.0,0.0,1.0
000060.jpg,101.jpg,0.0,0.0,0.0
000061.jpg,33.jpg,0.0,0.0,1.0
000062.jpg,33.jpg,1.0,0.0,0.0
000063.jpg,14.jpg,0.0,1.0,1.0
000064.jpg,14.jpg,1.0,1.0,0.0
000065.jpg,14.jpg,0.0,0.0,1.0
000066.jpg,14.jpg,1.0,1.0,1.0
000067.jpg,87.jpg,1.0,0.0,1.0
000068.jpg,33.jpg,1.0,1.0,0.0
000069.jpg,95.jpg,1.0,0.0,0.0
000070.jpg,101.jpg,0.0,0.0,0.0
000071.jpg,14.jpg,1.0,1.0,1.0
000072.jpg,14.jpg,1.0,1.0,1.0
000073.jpg,87.jpg,0.0,0.0,1.0
000074.jpg,14.jpg,1.0,1.0,1.0
000075.jpg,17.jpg,1.0,0.0,1.0
000076.jpg,87.jpg,1.0,0.0,0.0
000077.jpg,14.jpg,0.0,0.0,1.0
000078.jpg,14.jpg,0.0,0.0,0.0
000079.jpg,87.jpg,0.0,0.0,1.0
000080.jpg,33.jpg,0.0,0.0,1.0
000081.jpg,14.jpg,0.0,1.0,0.0
000082.jpg,14.jpg,0.0,1.0,0.0
000083.jpg,14.jpg,0.0,1.0,1.0
000084.jpg,14.jpg,0.0,0.0,0.0
000085.jpg,87.jpg,1.0,0.0,1.0
000086.jpg,14.jpg,1.0,0.0,0.0
000087.jpg,33.jpg,1.0,1.0,1.0
000088.jpg,87.jpg,1.0,0.0,1.0
000089.jpg,87.jpg,0.0,0.0,1.0
000090.jpg,33.jpg,0.0,0.0,1.0
000091.jpg,33.jpg,1.0,0.0,0.0
000092.jpg,33.jpg,1.0,1.0,1.0
000093.jpg,14.jpg,1.0,0.0,1.0
000094.jpg,14.jpg,1.0,0.0,0.0
000095.jpg,14.jpg,0.0,0.0,0.0
000096.jpg,33.jpg,0.0,0.0,1.0
000097.jpg,14.jpg,0.0,0.0,0.0
000098.jpg,101.jpg,0.0,0.0,0.0
000099.jpg,14.jpg,1.0,1.0,1.0
000100.jpg,33.jpg,1.0,1.0,1.0
